,symbol,side,leverage,size,entryPrice,closedPrice,startedTime,closedTime,pnl,capital
0,BTCUSDT,1.0,5.0,0.001,19950.0,19971.5,2022-06-20 07:15:00,2022-06-20 07:30:00,-0.0005231679197994988,0.9994768320802006
1,BTCUSDT,-1.0,5.0,0.001,20621.0,20546.5,2022-06-20 09:10:00,2022-06-20 10:10:00,0.0020157121381116335,1.001491489662386
2,BTCUSDT,-1.0,5.0,0.001,20920.5,20869.0,2022-06-20 10:55:00,2022-06-20 11:00:00,0.0008636696063669605,1.0023564474230426
3,BTCUSDT,-1.0,5.0,0.001,20437.5,20397.5,2022-06-21 03:10:00,2022-06-22 01:55:00,0.0003587522935779817,1.0027160450975383
4,BTCUSDT,1.0,5.0,0.001,19875.5,20013.5,2022-06-22 16:05:00,2022-06-22 16:10:00,0.005337666976931397,1.0080682094186948
5,BTCUSDT,-1.0,5.0,0.001,20511.5,20485.5,2022-06-23 06:30:00,2022-06-23 13:35:00,-0.0003314043341540113,1.0077341312449706
6,BTCUSDT,-1.0,5.0,0.001,21077.0,21058.5,2022-06-24 01:45:00,2022-06-24 03:50:00,-0.0007215637899131757,1.0070069867860045
7,BTCUSDT,-1.0,5.0,0.001,21053.5,20719.5,2022-06-24 05:20:00,2022-06-27 14:30:00,0.01427703707222077,1.0213840628683335
8,BTCUSDT,-1.0,5.0,0.001,20332.0,20321.0,2022-06-23 16:15:00,2022-06-28 18:15:00,-0.0010585481015148537,1.0203028787076667
9,BTCUSDT,-1.0,5.0,0.001,20433.5,20375.5,2022-07-01 00:30:00,2022-07-01 00:35:00,0.001240746812831869,1.0215688162525465
10,BTCUSDT,1.0,5.0,0.001,19423.5,19552.5,2022-07-01 04:50:00,2022-07-03 20:00:00,0.005036126341802455,1.0267135658780397
11,BTCUSDT,1.0,5.0,0.001,19430.0,19446.0,2022-07-03 20:45:00,2022-07-04 10:30:00,-0.0007771899125064335,1.025915614451606
12,BTCUSDT,1.0,5.0,0.001,19892.5,20071.0,2022-07-01 03:50:00,2022-07-04 15:05:00,0.007366052532361443,1.0334725627614263
13,BTCUSDT,1.0,5.0,0.001,20223.0,20409.5,2022-07-05 02:20:00,2022-07-05 06:15:00,0.007614795035355783,1.0413422445015184
14,BTCUSDT,1.0,5.0,0.001,19842.5,20016.5,2022-07-05 08:50:00,2022-07-05 18:55:00,0.007162041073453446,1.0488003804281605
15,BTCUSDT,1.0,5.0,0.001,20275.5,20296.0,2022-07-05 07:10:00,2022-07-05 19:35:00,-0.0005897363813469459,1.0481818646870515
16,BTCUSDT,1.0,5.0,0.001,20189.5,20215.5,2022-07-06 01:10:00,2022-07-06 01:25:00,-0.0003132321256098466,1.0478535404535498
17,BTCUSDT,-1.0,5.0,0.001,20206.0,19852.5,2022-07-06 01:30:00,2022-07-06 03:10:00,0.015908799366524794,1.064523632194128
18,BTCUSDT,-1.0,5.0,0.001,20253.5,20135.0,2022-07-06 04:10:00,2022-07-06 04:30:00,0.004255521267929,1.069053735151143
19,BTCUSDT,1.0,5.0,0.001,20158.0,20595.0,2022-07-06 14:55:00,2022-07-06 23:05:00,0.020061394979660682,1.0905004443864916
20,BTCUSDT,-1.0,5.0,0.001,21812.5,21441.0,2022-07-08 17:15:00,2022-07-09 01:30:00,0.015445143839541547,1.107343380607125
21,BTCUSDT,-1.0,5.0,0.001,21634.0,21424.5,2022-07-09 08:05:00,2022-07-10 00:50:00,0.008091578071554036,1.116303536023326
22,BTCUSDT,1.0,5.0,0.001,21264.5,21283.0,2022-07-10 10:55:00,2022-07-10 11:00:00,-0.0007307014037480309,1.1154878514625448
23,BTCUSDT,1.0,5.0,0.001,21278.5,21299.0,2022-07-10 11:50:00,2022-07-10 12:55:00,-0.0006373569565523888,1.1147768875204653
24,BTCUSDT,1.0,5.0,0.001,20910.0,21104.0,2022-07-10 14:35:00,2022-07-10 21:05:00,0.007670435198469632,1.1233277113969427
25,BTCUSDT,1.0,5.0,0.001,20761.0,20984.0,2022-07-10 22:30:00,2022-07-15 09:25:00,0.00913270073695872,1.1335867272146638
26,BTCUSDT,1.0,5.0,0.001,20896.5,20991.5,2022-07-15 11:20:00,2022-07-16 16:05:00,0.0029425789007728564,1.1369223956003618
27,BTCUSDT,1.0,5.0,0.001,21214.0,21359.5,2022-07-10 13:25:00,2022-07-16 16:10:00,0.005253191288771566,1.142894866424939
28,BTCUSDT,-1.0,5.0,0.001,21410.5,21396.5,2022-07-16 16:55:00,2022-07-16 17:05:00,-0.0009455921160178419,1.1418141540498103
29,BTCUSDT,1.0,5.0,0.001,21363.5,21425.5,2022-07-17 12:55:00,2022-07-18 05:15:00,0.0012998244669646826,1.1432983120239708
30,ETHUSDT,-1.0,5.0,0.01,1488.0,1463.75,2022-07-18 11:10:00,2022-07-18 12:25:00,0.014710080645161291,1.1601163223953201
31,BTCUSDT,-1.0,5.0,0.001,22312.0,22009.0,2022-07-18 13:30:00,2022-07-18 14:10:00,0.011991000358551452,1.174027277633124
32,BTCUSDT,-1.0,5.0,0.001,22370.0,21858.5,2022-07-18 15:50:00,2022-07-18 18:00:00,0.021283737147966025,1.1990149656148095
